price,room_type,neighbourhood_cleansed,property_type,accommodates,beds,number_of_reviews,reviews_per_month,last_review,availability_365
$258.00,Entire home/apt,Financial District,Entire rental unit,3,1.0,0,,,330
,Private room,South Ozone Park,Private room in rental unit,2,,42,2.18,2024-10-21,351
$65.00,Private room,Richmond Hill,Private room in home,2,2.0,41,1.58,2023-12-05,60
$212.00,Entire home/apt,Astoria,Entire rental unit,3,2.0,21,1.02,2024-07-24,175
,Private room,Washington Heights,Private room in townhouse,2,,3,0.12,2024-09-22,0
$41.00,Private room,Washington Heights,Private room in townhouse,1,1.0,0,,,31
$41.00,Private room,Washington Heights,Private room in townhouse,2,1.0,1,0.12,2024-03-08,51
$40.00,Private room,Washington Heights,Private room in townhouse,2,1.0,1,0.04,2022-10-17,51
$40.00,Private room,Washington Heights,Private room in townhouse,1,1.0,0,,,51
$264.00,Entire home/apt,SoHo,Entire loft,4,2.0,216,8.02,2024-10-20,362
,Private room,Washington Heights,Private room in townhouse,2,,3,0.12,2023-08-29,17
,Private room,Washington Heights,Private room in townhouse,2,,0,,,0
,Private room,Washington Heights,Private room in townhouse,1,,0,,,0
$40.00,Private room,Washington Heights,Private room in townhouse,2,1.0,0,,,31
$40.00,Private room,Washington Heights,Private room in townhouse,2,1.0,1,0.05,2023-02-25,31
$40.00,Private room,Washington Heights,Private room in townhouse,1,1.0,2,0.29,2024-09-01,31
$42.00,Private room,Washington Heights,Private room in townhouse,1,1.0,0,,,48
$41.00,Private room,Washington Heights,Private room in townhouse,1,1.0,7,0.27,2024-01-24,48
$41.00,Private room,Washington Heights,Private room in townhouse,1,1.0,0,,,48
$324.00,Entire home/apt,Theater District,Entire rental unit,3,1.0,0,,,352
$66.00,Private room,Bushwick,Private room in rental unit,1,1.0,3,0.11,2022-11-07,89
$70.00,Private room,Crown Heights,Private room in townhouse,2,1.0,62,2.32,2024-10-18,288
,Private room,Prospect-Lefferts Gardens,Private room in serviced apartment,1,,0,,,354
$140.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,0,,,364
$70.00,Private room,Crown Heights,Private room in townhouse,3,1.0,56,2.07,2023-11-03,365
$70.00,Private room,Crown Heights,Private room in townhouse,2,1.0,40,1.49,2023-10-29,365
$70.00,Private room,Crown Heights,Private room in townhouse,2,1.0,57,2.11,2023-11-07,365
$70.00,Private room,Crown Heights,Private room in townhouse,2,1.0,50,1.86,2023-11-05,339
$115.00,Private room,East New York,Private room in home,2,2.0,50,1.87,2024-10-27,177
"$10,000.00",Entire home/apt,Battery Park City,Entire condo,6,4.0,0,,,365
$338.00,Entire home/apt,Midtown,Entire rental unit,3,1.0,0,,,310
$150.00,Entire home/apt,Van Nest,Entire rental unit,3,1.0,32,1.2,2024-10-20,348
$43.00,Private room,Bushwick,Private room in rental unit,1,1.0,1,0.06,2023-06-30,338
$38.00,Private room,Prospect-Lefferts Gardens,Private room in serviced apartment,1,1.0,0,,,354
$117.00,Entire home/apt,Forest Hills,Entire home,8,4.0,51,1.96,2024-09-01,344
$470.00,Entire home/apt,Hell's Kitchen,Entire rental unit,3,1.0,1,0.04,2022-11-06,330
$95.00,Private room,Jamaica,Private room in home,1,1.0,4,0.15,2022-09-26,364
$225.00,Private room,Bedford-Stuyvesant,Private room in townhouse,2,2.0,53,2.02,2024-11-01,244
$58.00,Shared room,East Harlem,Shared room in rental unit,1,2.0,3,0.12,2023-01-04,363
$294.00,Entire home/apt,Financial District,Entire rental unit,4,2.0,19,2.02,2024-10-31,195
$160.00,Entire home/apt,Bushwick,Entire rental unit,3,3.0,41,1.57,2024-10-21,325
,Private room,Midtown,Room in boutique hotel,4,,1,0.04,2022-11-12,338
$256.00,Entire home/apt,Hell's Kitchen,Entire condo,2,1.0,14,0.59,2024-08-31,327
$70.00,Private room,Harlem,Private room in rental unit,2,1.0,80,3.05,2024-08-08,131
$295.00,Entire home/apt,Midtown,Entire condo,4,2.0,1,0.07,2023-09-09,353
$220.00,Entire home/apt,Upper East Side,Entire rental unit,3,1.0,6,0.27,2024-09-22,339
$65.00,Private room,Crown Heights,Private room in condo,1,1.0,8,0.3,2023-08-20,63
$250.00,Private room,East Village,Private room in rental unit,1,1.0,0,,,365
$61.00,Private room,Lower East Side,Private room in rental unit,1,2.0,0,,,113
,Private room,Bedford-Stuyvesant,Private room in rental unit,2,,61,2.34,2023-06-25,0
$102.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,72,2.79,2023-11-14,32
$40.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,55,2.1,2023-10-27,121
$49.00,Private room,Kensington,Private room in townhouse,3,2.0,18,0.69,2023-06-01,243
$271.00,Entire home/apt,Astoria,Entire rental unit,2,1.0,2,0.08,2022-11-14,365
$329.00,Entire home/apt,West Village,Entire rental unit,2,1.0,0,,,335
$97.00,Entire home/apt,Upper West Side,Entire rental unit,2,1.0,0,,,82
$90.00,Private room,Midtown,Private room in rental unit,1,2.0,15,0.59,2024-10-17,75
$525.00,Entire home/apt,Nolita,Entire condo,4,2.0,20,0.86,2024-08-11,328
$130.00,Private room,Bushwick,Private room in rental unit,2,2.0,21,0.8,2023-08-27,270
$180.00,Entire home/apt,Williamsburg,Entire loft,3,1.0,31,1.19,2024-10-21,207
$500.00,Private room,Upper East Side,Private room in rental unit,2,1.0,11,0.41,2023-08-28,180
$650.00,Entire home/apt,Lower East Side,Entire rental unit,4,2.0,4,0.15,2023-07-03,365
$199.00,Entire home/apt,Unionport,Entire home,7,5.0,17,0.65,2023-10-25,360
,Private room,East Harlem,Private room in rental unit,2,,6,0.22,2022-12-27,0
$100.00,Entire home/apt,Norwood,Entire condo,3,2.0,2,0.08,2023-04-17,365
$122.00,Private room,Jackson Heights,Private room in casa particular,2,1.0,71,2.66,2024-10-18,326
$150.00,Shared room,Woodside,Shared room in townhouse,2,2.0,52,2.01,2023-11-02,90
$800.00,Entire home/apt,Chelsea,Entire condo,2,1.0,1,0.06,2023-05-21,365
,Entire home/apt,Rosedale,Entire guesthouse,4,,14,0.61,2023-11-27,247
$49.00,Private room,Woodside,Private room in townhouse,2,1.0,1,0.06,2023-07-20,32
,Private room,Elmhurst,Private room in home,2,,1,0.04,2023-01-03,0
,Private room,Woodside,Private room in townhouse,2,,0,,,1
$239.00,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,4,3.0,29,1.09,2023-10-28,364
$285.00,Entire home/apt,Bellerose,Entire home,7,4.0,89,3.33,2024-10-21,120
$225.00,Entire home/apt,Upper West Side,Entire rental unit,5,3.0,1,0.04,2022-10-10,298
$49.00,Private room,Harlem,Private room in rental unit,2,0.0,2,0.12,2024-05-30,335
,Private room,Harlem,Private room in rental unit,2,,0,,,272
$47.00,Private room,Harlem,Private room in rental unit,2,0.0,1,0.15,2024-04-17,272
$49.00,Private room,Harlem,Private room in rental unit,2,0.0,3,0.19,2024-06-13,364
$99.00,Private room,Mott Haven,Private room in rental unit,2,1.0,0,,,365
,Private room,Bedford-Stuyvesant,Private room in rental unit,2,,0,,,364
,Private room,Bedford-Stuyvesant,Private room in rental unit,2,,0,,,363
$144.00,Entire home/apt,Upper East Side,Entire rental unit,3,1.0,0,,,318
,Entire home/apt,East Flatbush,Entire condo,5,,37,1.41,2023-07-20,0
$101.00,Entire home/apt,Sunset Park,Entire rental unit,3,1.0,10,0.39,2023-08-16,308
$125.00,Entire home/apt,East Flatbush,Entire guest suite,2,1.0,46,1.73,2023-11-07,173
$375.00,Entire home/apt,Chelsea,Entire rental unit,4,1.0,11,0.41,2023-08-06,178
$79.00,Private room,Harlem,Private room in serviced apartment,2,1.0,51,1.9,2024-07-26,340
$81.00,Private room,Morningside Heights,Private room in serviced apartment,2,1.0,49,1.84,2024-08-31,365
$187.00,Entire home/apt,Bushwick,Entire rental unit,2,1.0,63,2.41,2024-10-22,335
$72.00,Private room,Harlem,Private room in serviced apartment,2,1.0,57,2.13,2024-10-14,365
$87.00,Private room,Morningside Heights,Private room in serviced apartment,2,1.0,53,2.03,2024-07-17,360
$140.00,Entire home/apt,Crown Heights,Entire rental unit,2,1.0,66,2.46,2024-10-16,287
$80.00,Entire home/apt,Rosebank,Entire guesthouse,2,2.0,21,0.78,2024-09-01,270
$258.00,Private room,Harlem,Private room in rental unit,2,1.0,55,2.18,2024-10-19,324
$46.00,Private room,Woodside,Private room in rental unit,1,1.0,3,0.25,2024-09-03,358
,Private room,Baychester,Private room in serviced apartment,3,,0,,,365
,Entire home/apt,Chelsea,Entire condo,6,,52,1.93,2023-11-19,0
,Entire home/apt,Hell's Kitchen,Entire rental unit,2,,14,0.52,2023-10-11,0
$104.00,Entire home/apt,East Flatbush,Entire home,2,1.0,17,0.76,2024-10-31,338
$98.00,Entire home/apt,East New York,Entire rental unit,4,2.0,40,1.5,2024-10-01,194
,Private room,Jamaica,Private room in home,2,,42,1.6,2023-09-23,90
$95.00,Private room,Jamaica,Private room in home,2,1.0,23,0.86,2023-09-17,365
$79.00,Private room,Brighton Beach,Private room in home,1,1.0,85,3.28,2024-10-15,340
$195.00,Entire home/apt,Elmhurst,Entire rental unit,4,2.0,44,1.64,2024-10-18,53
$238.00,Entire home/apt,Tribeca,Entire loft,3,2.0,358,13.31,2024-10-20,361
$264.00,Entire home/apt,Chinatown,Entire loft,4,2.0,196,7.34,2024-10-18,364
$180.00,Entire home/apt,Elmhurst,Entire rental unit,4,2.0,41,1.53,2024-10-15,48
$192.00,Private room,Tribeca,Private room in loft,2,1.0,177,6.58,2024-10-12,364
$192.00,Private room,Chinatown,Private room in loft,5,1.0,435,16.19,2024-10-20,357
$117.00,Entire home/apt,Upper East Side,Entire rental unit,4,3.0,4,0.2,2024-10-31,274
$383.00,Entire home/apt,Hell's Kitchen,Entire rental unit,4,2.0,0,,,286
$402.00,Entire home/apt,Nolita,Entire rental unit,4,2.0,1,0.36,2024-08-13,205
$476.00,Entire home/apt,Park Slope,Entire rental unit,6,3.0,0,,,0
,Entire home/apt,Bedford-Stuyvesant,Entire condo,2,,9,0.34,2023-08-20,0
,Entire home/apt,Williamsburg,Entire rental unit,3,,1,0.04,2022-12-25,360
$150.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,3,0.15,2023-11-21,299
$124.00,Private room,Jamaica,Private room in guest suite,3,2.0,257,10.05,2024-11-01,330
$215.00,Private room,Hell's Kitchen,Private room in rental unit,2,1.0,135,5.02,2024-03-03,61
$230.00,Private room,Flushing,Private room in home,6,3.0,39,1.89,2023-11-25,276
,Private room,Flatlands,Private room in home,1,,25,0.97,2023-07-02,0
,Entire home/apt,Lower East Side,Entire rental unit,2,,17,0.64,2024-01-31,0
,Entire home/apt,Williamsburg,Entire loft,3,,18,0.7,2024-04-15,0
$65.00,Private room,Crown Heights,Private room in rental unit,2,1.0,73,2.73,2024-10-31,219
,Private room,Bushwick,Private room in rental unit,2,,3,0.11,2023-04-15,0
$100.00,Entire home/apt,Ditmars Steinway,Entire rental unit,2,2.0,4,0.22,2024-08-28,32
$129.00,Private room,Bedford-Stuyvesant,Private room in serviced apartment,4,2.0,5,0.19,2022-12-12,89
$78.00,Private room,Flushing,Private room in rental unit,2,1.0,3,0.12,2024-03-29,365
,Entire home/apt,South Slope,Entire rental unit,2,,7,0.28,2023-01-15,0
,Private room,Flushing,Private room in rental unit,1,,0,,,0
,Private room,Elmhurst,Private room in home,2,,0,,,0
$138.00,Entire home/apt,Stuyvesant Town,Entire rental unit,3,1.0,2,0.08,2022-11-06,323
,Private room,Woodside,Private room in home,1,,1,0.07,2023-08-22,10
$193.00,Private room,Harlem,Private room in rental unit,4,1.0,0,,,361
"$1,250.00",Entire home/apt,Bedford-Stuyvesant,Entire place,16,0.0,2,0.08,2023-04-30,365
,Entire home/apt,Flatbush,Entire rental unit,2,,14,0.52,2022-12-11,0
$307.00,Entire home/apt,Bath Beach,Entire loft,3,2.0,122,4.57,2024-11-01,333
$179.00,Entire home/apt,Park Slope,Entire condo,4,2.0,80,3.04,2024-09-30,107
,Entire home/apt,East Flatbush,Entire rental unit,4,,101,3.78,2023-08-28,365
,Entire home/apt,Crown Heights,Entire rental unit,2,,7,0.28,2023-12-25,237
$87.00,Private room,Morris Heights,Private room in rental unit,2,1.0,5,0.19,2022-12-15,89
$150.00,Entire home/apt,Harlem,Entire rental unit,2,2.0,15,0.65,2023-11-08,365
$250.00,Private room,West Village,Private room in condo,5,1.0,5,0.31,2023-09-22,180
$44.00,Entire home/apt,Baychester,Entire rental unit,1,0.0,0,,,276
,Private room,Bushwick,Private room in guest suite,1,,8,0.33,2024-08-06,118
$248.00,Entire home/apt,Washington Heights,Entire rental unit,2,1.0,9,0.35,2023-07-10,88
$124.00,Entire home/apt,Springfield Gardens,Entire rental unit,2,1.0,1,0.06,2023-05-23,362
$340.00,Entire home/apt,Midtown,Entire rental unit,2,1.0,0,,,324
,Private room,Mariners Harbor,Private room in townhouse,2,,7,0.26,2022-10-28,0
$700.00,Private room,Hell's Kitchen,Private room in condo,5,4.0,31,1.16,2023-08-20,365
$325.00,Private room,Bedford-Stuyvesant,Private room in townhouse,4,2.0,89,3.34,2024-11-01,297
$45.00,Private room,Queens Village,Private room in home,1,1.0,7,0.28,2024-09-19,220
$135.00,Entire home/apt,Middle Village,Entire rental unit,4,4.0,0,,,289
$399.00,Entire home/apt,Jamaica,Entire home,6,3.0,13,0.53,2023-08-13,180
,Entire home/apt,Lower East Side,Entire rental unit,1,,0,,,0
$299.00,Entire home/apt,Prospect-Lefferts Gardens,Entire guest suite,5,5.0,56,2.12,2024-10-13,223
$449.00,Entire home/apt,Woodside,Entire home,6,4.0,28,1.12,2023-09-17,90
,Private room,Midtown,Room in boutique hotel,2,,0,,,0
$99.00,Private room,Mariners Harbor,Private room in home,2,2.0,9,0.35,2023-09-05,365
$249.00,Entire home/apt,East Elmhurst,Entire home,8,4.0,41,1.57,2023-09-10,152
$210.00,Entire home/apt,Chelsea,Entire rental unit,4,2.0,6,0.23,2024-09-29,264
$200.00,Entire home/apt,South Slope,Entire rental unit,2,2.0,1,0.06,2023-05-27,32
$150.00,Private room,South Ozone Park,Private room in home,2,2.0,28,1.06,2023-10-15,365
$300.00,Entire home/apt,Greenpoint,Entire loft,2,1.0,5,0.19,2022-10-23,365
$387.00,Entire home/apt,East Harlem,Entire rental unit,4,2.0,0,,,187
,Entire home/apt,East Harlem,Entire rental unit,4,,0,,,2
,Entire home/apt,SoHo,Entire condo,4,,1,0.04,2022-08-28,0
$271.00,Entire home/apt,Chelsea,Entire loft,2,2.0,7,0.27,2024-05-02,107
,Private room,Rego Park,Private room in casa particular,2,,2,0.08,2022-09-26,0
$215.00,Private room,Windsor Terrace,Private room in rental unit,2,1.0,76,2.99,2024-11-01,275
$131.00,Entire home/apt,Crown Heights,Entire rental unit,4,2.0,5,0.35,2024-10-23,338
$350.00,Entire home/apt,Williamsburg,Entire loft,2,1.0,0,,,363
"$1,000.00",Entire home/apt,Bedford-Stuyvesant,Entire place,16,1.0,1,0.04,2022-11-27,365
$225.00,Private room,Flatiron District,Room in hotel,1,1.0,23,0.86,2024-10-20,316
$600.00,Private room,Bedford-Stuyvesant,Private room,16,1.0,1,0.06,2023-07-16,365
$37.00,Private room,Ridgewood,Private room in serviced apartment,1,1.0,0,,,354
,Private room,Crown Heights,Private room in serviced apartment,1,,0,,,354
"$2,000.00",Entire home/apt,Gramercy,Entire loft,16,1.0,0,,,365
$75.00,Private room,Williamsburg,Private room in rental unit,1,1.0,21,0.8,2024-07-28,202
$105.00,Entire home/apt,Upper East Side,Entire condo,1,1.0,5,0.49,2024-10-27,299
$165.00,Entire home/apt,Williamsburg,Entire rental unit,4,1.0,7,0.28,2024-08-01,276
$132.00,Entire home/apt,Williamsburg,Entire rental unit,4,0.0,2,0.51,2024-08-23,303
,Entire home/apt,Springfield Gardens,Entire home,6,,20,0.76,2023-01-07,0
$134.00,Entire home/apt,Flatbush,Entire rental unit,4,2.0,4,0.21,2024-08-23,234
$114.00,Private room,Longwood,Private room in townhouse,2,1.0,43,1.63,2024-10-06,348
$199.00,Entire home/apt,Flatbush,Entire rental unit,4,2.0,5,0.21,2024-08-04,357
$414.00,Entire home/apt,Upper East Side,Entire rental unit,5,2.0,0,,,360
$55.00,Private room,Cypress Hills,Private room in rental unit,1,1.0,28,1.12,2024-02-01,339
$150.00,Private room,Bushwick,Room in hotel,2,1.0,40,1.53,2023-08-11,333
$150.00,Private room,Bushwick,Private room in rental unit,2,1.0,49,1.9,2023-09-03,333
$200.00,Entire home/apt,Lower East Side,Entire rental unit,2,1.0,4,0.15,2023-09-04,82
$192.00,Entire home/apt,SoHo,Entire loft,5,1.0,884,33.48,2024-10-20,357
$264.00,Private room,Chinatown,Private room in rental unit,3,1.0,31,1.17,2024-10-16,1
$150.00,Private room,East Harlem,Private room in condo,2,1.0,57,2.92,2024-10-14,303
$59.00,Private room,Crown Heights,Private room in rental unit,1,1.0,80,3.01,2024-10-30,229
$373.00,Entire home/apt,East Harlem,Entire rental unit,2,1.0,0,,,363
$182.00,Entire home/apt,Kips Bay,Entire rental unit,4,2.0,5,0.23,2024-09-24,339
$135.00,Entire home/apt,Kips Bay,Entire rental unit,2,1.0,6,0.3,2024-08-19,346
$163.00,Entire home/apt,Kips Bay,Entire rental unit,4,2.0,5,0.21,2024-08-10,318
$172.00,Entire home/apt,Kips Bay,Entire rental unit,4,2.0,3,0.15,2024-03-30,339
$206.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,0,,,331
$150.00,Entire home/apt,Cypress Hills,Entire rental unit,7,7.0,58,2.18,2023-11-03,208
$37.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,1,0.04,2022-10-30,248
$113.00,Entire home/apt,Upper West Side,Entire rental unit,2,1.0,1,1.0,2024-10-08,327
$69.00,Private room,East Elmhurst,Private room in townhouse,1,1.0,5,0.21,2024-10-06,84
$299.00,Private room,East Elmhurst,Private room in townhouse,4,2.0,8,0.56,2024-07-22,180
$399.00,Entire home/apt,Upper West Side,Entire condo,2,1.0,0,,,112
$304.00,Entire home/apt,Nolita,Entire rental unit,2,1.0,0,,,105
,Private room,Murray Hill,Room in boutique hotel,2,,3,0.13,2023-01-14,365
,Private room,Murray Hill,Room in boutique hotel,2,,0,,,365
$191.00,Entire home/apt,Belmont,Entire rental unit,4,2.0,40,1.52,2023-09-04,365
,Private room,Murray Hill,Room in boutique hotel,2,,0,,,365
,Private room,Murray Hill,Room in boutique hotel,2,,1,0.04,2022-12-08,365
"$1,100.00",Entire home/apt,Upper West Side,Entire condo,6,4.0,3,0.14,2024-08-12,35
,Entire home/apt,Clinton Hill,Entire rental unit,2,,2,0.08,2022-09-18,0
$45.00,Private room,Sheepshead Bay,Private room in condo,2,1.0,4,0.16,2024-11-01,157
$310.00,Entire home/apt,Bedford-Stuyvesant,Entire condo,6,4.0,37,1.44,2023-09-12,89
$309.00,Entire home/apt,Bedford-Stuyvesant,Entire condo,6,4.0,36,1.37,2023-09-25,90
$418.00,Entire home/apt,Forest Hills,Entire home,10,6.0,2,0.13,2024-08-19,329
,Entire home/apt,Upper West Side,Entire rental unit,8,,16,0.61,2023-10-30,0
$115.00,Entire home/apt,Woodhaven,Entire rental unit,3,1.0,27,1.2,2024-07-17,306
,Private room,East Harlem,Private room in rental unit,1,,9,0.34,2023-09-02,0
$125.00,Private room,Crown Heights,Private room in rental unit,2,1.0,13,0.5,2024-05-31,87
,Entire home/apt,Williamsburg,Entire condo,4,,1,0.04,2022-11-10,0
,Entire home/apt,East Flatbush,Entire rental unit,4,,40,1.52,2023-10-28,364
$100.00,Entire home/apt,Park Slope,Entire rental unit,2,1.0,7,0.3,2024-10-19,302
,Entire home/apt,North Riverdale,Entire rental unit,6,,22,0.85,2023-08-27,0
$545.00,Entire home/apt,Tribeca,Entire loft,6,5.0,14,0.55,2024-09-04,338
$149.00,Private room,Bushwick,Private room in rental unit,2,1.0,22,0.85,2023-08-27,87
$150.00,Private room,East Village,Private room in rental unit,2,1.0,10,0.38,2023-10-16,90
$125.00,Private room,Bushwick,Private room in loft,2,0.0,20,0.76,2023-09-20,363
,Entire home/apt,Sunnyside,Entire rental unit,4,,5,0.22,2023-11-15,344
$120.00,Entire home/apt,Bay Ridge,Entire rental unit,2,1.0,0,,,181
$210.00,Entire home/apt,Bushwick,Entire rental unit,6,3.0,9,0.44,2023-08-11,256
$100.00,Private room,Midtown,Private room in condo,1,0.0,0,,,365
,Entire home/apt,Flushing,Entire rental unit,4,,12,0.46,2023-04-01,0
$120.00,Private room,Longwood,Private room in townhouse,2,2.0,44,1.67,2024-10-20,333
$275.00,Entire home/apt,Kips Bay,Entire rental unit,2,1.0,0,,,321
,Private room,Bushwick,Private room in rental unit,2,,0,,,0
$75.00,Private room,Williamsburg,Private room in rental unit,1,1.0,38,1.44,2024-11-01,59
$100.00,Entire home/apt,Throgs Neck,Entire rental unit,2,2.0,76,2.88,2024-09-30,0
,Entire home/apt,Cambria Heights,Entire home,6,,28,1.06,2023-10-17,0
,Entire home/apt,Crown Heights,Entire rental unit,2,,0,,,0
$83.00,Private room,Williamsburg,Private room in rental unit,1,1.0,63,2.38,2023-12-03,365
$170.00,Entire home/apt,Kips Bay,Entire condo,2,3.0,1,0.04,2022-11-04,324
$151.00,Private room,St. George,Private room in home,4,2.0,83,3.14,2024-10-14,340
$225.00,Entire home/apt,Midtown,Entire rental unit,3,1.0,0,,,359
$200.00,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,4,2.0,1,0.04,2022-10-01,83
"$1,035.00",Entire home/apt,Midtown,Entire rental unit,6,3.0,0,,,242
$150.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,1,0.05,2023-02-23,302
$52.00,Private room,Washington Heights,Private room in condo,1,1.0,7,0.27,2024-10-01,60
